coin,entry_time,exit_time,direction,entry_price,exit_price,tp,sl,rr,bars_held,net_pnl,outcome,lgbm_conf
1000PEPEUSDT,2026-06-08 21:00:00+00:00,2026-06-09 01:00:00+00:00,SHORT,0.002836,0.002782,0.00277,0.002886,1.33,4,0.4559,GUARDIAN_MOMENTUM_FLOOR,0.7349
1000SHIBUSDT,2026-06-09 04:00:00+00:00,2026-06-09 14:00:00+00:00,SHORT,0.004715,0.004652,0.004624,0.004817,0.89,10,0.3104,GUARDIAN_MOMENTUM_FLOOR,0.7168
1000PEPEUSDT,2026-06-09 04:00:00+00:00,2026-06-09 14:00:00+00:00,SHORT,0.002817,0.002757,0.00274,0.002888,1.08,10,0.5082,GUARDIAN_MOMENTUM_FLOOR,0.76
LINKUSDT,2026-06-09 05:00:00+00:00,2026-06-09 17:00:00+00:00,SHORT,7.988004,7.799898,7.79,8.170672,1.08,12,0.5687,GUARDIAN_MOMENTUM_FLOOR,0.8152
ADAUSDT,2026-06-09 12:00:00+00:00,2026-06-09 17:00:00+00:00,SHORT,0.168616,0.165183,0.164132,0.172021,1.32,5,0.489,GUARDIAN_MOMENTUM_FLOOR,0.8067
TAOUSDT,2026-06-09 12:00:00+00:00,2026-06-09 14:00:00+00:00,SHORT,215.642125,212.26608,209.90451,220.214404,1.25,2,0.3714,GUARDIAN_MOMENTUM_FLOOR,0.7266
DOTUSDT,2026-06-09 13:00:00+00:00,2026-06-09 14:00:00+00:00,SHORT,0.968516,0.953476,0.948086,0.983838,1.33,1,0.3682,GUARDIAN_MOMENTUM_FLOOR,0.7032
XRPUSDT,2026-06-09 20:00:00+00:00,2026-06-10 12:00:00+00:00,SHORT,1.142728,1.117859,1.1181,1.172018,0.84,16,0.5241,GUARDIAN_MOMENTUM_FLOOR,0.7475
TONUSDT,2026-06-09 20:00:00+00:00,2026-06-10 10:00:00+00:00,SHORT,1.721239,1.666333,1.657572,1.778217,1.12,14,0.7775,GUARDIAN_MOMENTUM_FLOOR,0.7533
AVAXUSDT,2026-06-09 22:00:00+00:00,2026-06-10 09:00:00+00:00,SHORT,6.611692,6.490244,6.436,6.783353,1.02,11,0.4392,GUARDIAN_MOMENTUM_FLOOR,0.7072
NEARUSDT,2026-06-10 00:00:00+00:00,2026-06-10 06:00:00+00:00,SHORT,2.13893,2.064032,2.013487,2.291361,0.82,6,0.8554,GUARDIAN_MOMENTUM_FLOOR,0.7821
ADAUSDT,2026-06-10 01:00:00+00:00,2026-06-10 07:00:00+00:00,SHORT,0.164518,0.161281,0.159672,0.171011,0.75,6,0.4719,GUARDIAN_MOMENTUM_FLOOR,0.7065
DOTUSDT,2026-06-10 07:00:00+00:00,2026-06-10 12:00:00+00:00,SHORT,0.945527,0.94147,0.924623,0.970226,0.85,5,0.0873,GUARDIAN_MOMENTUM_FLOOR,0.739
ARBUSDT,2026-06-10 07:00:00+00:00,2026-06-10 12:00:00+00:00,SHORT,0.0798,0.07955,0.0777,0.081867,1.02,5,0.0584,GUARDIAN_MOMENTUM_FLOOR,0.7399
XRPUSDT,2026-06-11 00:00:00+00:00,2026-06-11 16:00:00+00:00,LONG,1.101951,1.106946,1.1296,1.081462,1.35,16,0.0933,GUARDIAN_EXIT,0.7853
TAOUSDT,2026-06-11 00:00:00+00:00,2026-06-11 05:00:00+00:00,LONG,202.42116,207.226335,210.59,195.632531,1.2,5,0.5735,GUARDIAN_MOMENTUM_FLOOR,0.7744
ARBUSDT,2026-06-11 00:00:00+00:00,2026-06-11 03:00:00+00:00,LONG,0.077759,0.08047,0.08111,0.074803,1.13,3,0.8516,GUARDIAN_MOMENTUM_FLOOR,0.8249
DOTUSDT,2026-06-11 02:00:00+00:00,2026-06-11 09:00:00+00:00,LONG,0.929464,0.945527,0.956252,0.894303,0.76,7,0.412,GUARDIAN_MOMENTUM_FLOOR,0.7693
1000PEPEUSDT,2026-06-11 02:00:00+00:00,2026-06-11 06:00:00+00:00,LONG,0.002727,0.002752,0.002804,0.00262,0.73,4,0.2143,GUARDIAN_EXIT,0.7662
SUIUSDT,2026-06-11 20:00:00+00:00,2026-06-12 02:00:00+00:00,SHORT,0.75922,0.757579,0.738625,0.774949,1.31,6,0.0341,GUARDIAN_EXIT,0.8483
1000PEPEUSDT,2026-06-11 20:00:00+00:00,2026-06-13 08:00:00+00:00,SHORT,0.002791,0.002793,0.002715,0.00286,1.1,36,-0.0325,TIMEOUT,0.7108
TRXUSDT,2026-06-12 00:00:00+00:00,2026-06-13 12:00:00+00:00,SHORT,0.316002,0.31616,0.30842,0.32122,1.45,36,-0.0325,TIMEOUT,0.7301
DOGEUSDT,2026-06-12 04:00:00+00:00,2026-06-12 07:00:00+00:00,SHORT,0.086917,0.085943,0.08556,0.087933,1.33,3,0.26,GUARDIAN_MOMENTUM_FLOOR,0.7343
SUIUSDT,2026-06-12 04:00:00+00:00,2026-06-13 12:00:00+00:00,SHORT,0.756821,0.769833,0.741828,0.769448,1.19,32,-0.2643,LOSS,0.7197
ADAUSDT,2026-06-12 10:00:00+00:00,2026-06-13 15:00:00+00:00,SHORT,0.171114,0.174703,0.167051,0.174616,1.16,29,-0.398,LOSS,0.7299
HBARUSDT,2026-06-12 10:00:00+00:00,2026-06-12 15:00:00+00:00,LONG,0.0796,0.078013,0.081071,0.078052,0.95,5,-0.5183,LOSS,0.8801
BTCUSDT,2026-06-12 12:00:00+00:00,2026-06-13 14:00:00+00:00,SHORT,63401.98315,64156.547511,62623.642078,64124.485268,1.08,26,-0.3175,LOSS,0.79
1000SHIBUSDT,2026-06-12 12:00:00+00:00,2026-06-12 14:00:00+00:00,SHORT,0.004853,0.004918,0.004781,0.004915,1.14,2,-0.3567,LOSS,0.8313
AVAXUSDT,2026-06-12 12:00:00+00:00,2026-06-13 15:00:00+00:00,SHORT,6.607694,6.716936,6.50138,6.713579,1.0,27,-0.4333,LOSS,0.7885
LINKUSDT,2026-06-12 12:00:00+00:00,2026-06-13 11:00:00+00:00,SHORT,7.878059,7.973788,7.746,7.969803,1.44,23,-0.3238,LOSS,0.7033
POLUSDT,2026-06-12 12:00:00+00:00,2026-06-14 00:00:00+00:00,SHORT,0.074173,0.07421,0.072715,0.076004,0.8,36,-0.0325,TIMEOUT,0.7286
TAOUSDT,2026-06-12 12:00:00+00:00,2026-06-13 03:00:00+00:00,SHORT,213.53318,217.229055,208.29,217.120494,1.46,15,-0.4527,LOSS,0.7205
XRPUSDT,2026-06-12 14:00:00+00:00,2026-06-13 08:00:00+00:00,SHORT,1.147526,1.143171,1.125252,1.164231,1.33,18,0.0749,GUARDIAN_EXIT,0.707
DOGEUSDT,2026-06-12 14:00:00+00:00,2026-06-13 07:00:00+00:00,SHORT,0.090495,0.087074,0.08591,0.092603,2.17,17,0.9251,GUARDIAN_MOMENTUM_FLOOR,0.787
1000SHIBUSDT,2026-06-12 14:00:00+00:00,2026-06-13 05:00:00+00:00,SHORT,0.004922,0.004897,0.004781,0.004993,1.96,15,0.1024,GUARDIAN_EXIT,0.8867
TRXUSDT,2026-06-13 21:00:00+00:00,2026-06-14 00:00:00+00:00,LONG,0.317088,0.3158,0.318596,0.315958,1.33,3,-0.1216,LOSS,0.7974
ETHUSDT,2026-06-14 01:00:00+00:00,2026-06-14 15:00:00+00:00,SHORT,1682.128515,1662.87102,1666.211398,1702.079279,0.8,14,0.2662,GUARDIAN_MOMENTUM_FLOOR,0.7422
POLUSDT,2026-06-14 01:00:00+00:00,2026-06-14 08:00:00+00:00,LONG,0.075778,0.074862,0.076701,0.074899,1.05,7,-0.3222,LOSS,0.7572
BNBUSDT,2026-06-14 13:00:00+00:00,2026-06-14 15:00:00+00:00,SHORT,611.144275,608.62416,606.874437,614.507459,1.27,2,0.0831,GUARDIAN_MOMENTUM_FLOOR,0.7488
DOGEUSDT,2026-06-14 19:00:00+00:00,2026-06-14 21:00:00+00:00,SHORT,0.086317,0.087333,0.085361,0.087289,0.98,2,-0.3142,LOSS,0.7216
BTCUSDT,2026-06-14 20:00:00+00:00,2026-06-15 20:00:00+00:00,LONG,64010.08905,66456.3552,64531.2,63531.066978,1.09,24,0.9354,GUARDIAN_MOMENTUM_EXIT,0.8748
ADAUSDT,2026-06-14 20:00:00+00:00,2026-06-15 01:00:00+00:00,LONG,0.166883,0.18021,0.1698,0.164516,1.23,5,1.9764,GUARDIAN_MOMENTUM_FLOOR,0.8069
LINKUSDT,2026-06-14 20:00:00+00:00,2026-06-15 20:00:00+00:00,LONG,7.852924,8.366814,7.953029,7.761974,1.1,24,1.616,GUARDIAN_MOMENTUM_FLOOR,0.7686
AVAXUSDT,2026-06-14 21:00:00+00:00,2026-06-15 11:00:00+00:00,SHORT,6.708644,6.854201,6.371,6.850776,2.38,14,-0.5624,LOSS,0.7083
SUIUSDT,2026-06-14 21:00:00+00:00,2026-06-14 23:00:00+00:00,SHORT,0.784408,0.799609,0.7443,0.799209,2.71,2,-0.5045,LOSS,0.7193
1000PEPEUSDT,2026-06-14 21:00:00+00:00,2026-06-15 11:00:00+00:00,SHORT,0.002891,0.002947,0.002763,0.002946,2.38,14,-0.5011,LOSS,0.85
TRXUSDT,2026-06-14 23:00:00+00:00,2026-06-16 11:00:00+00:00,LONG,0.321821,0.32166,0.324998,0.316956,0.65,36,-0.0325,TIMEOUT,0.7662
POLUSDT,2026-06-15 08:00:00+00:00,2026-06-15 13:00:00+00:00,LONG,0.077018,0.078201,0.078201,0.076131,1.33,5,0.3638,GUARDIAN_MOMENTUM_FLOOR,0.8097
TAOUSDT,2026-06-15 08:00:00+00:00,2026-06-15 13:00:00+00:00,LONG,273.5367,275.372245,295.704543,256.910817,1.33,5,0.1478,GUARDIAN_EXIT,0.8074
HBARUSDT,2026-06-15 09:00:00+00:00,2026-06-15 16:00:00+00:00,LONG,0.081231,0.083168,0.082745,0.080095,1.33,7,0.5764,GUARDIAN_MOMENTUM_FLOOR,0.8109
ADAUSDT,2026-06-15 10:00:00+00:00,2026-06-15 12:00:00+00:00,LONG,0.182891,0.186906,0.188043,0.178112,1.08,2,0.5288,GUARDIAN_MOMENTUM_FLOOR,0.7575
TAOUSDT,2026-06-15 17:00:00+00:00,2026-06-16 07:00:00+00:00,SHORT,273.82302,269.244555,257.566932,296.064022,0.73,14,0.398,GUARDIAN_EXIT,0.8451
POLUSDT,2026-06-15 20:00:00+00:00,2026-06-16 02:00:00+00:00,LONG,0.078369,0.077351,0.07961,0.07739,1.27,6,-0.3448,LOSS,0.7585
HBARUSDT,2026-06-15 20:00:00+00:00,2026-06-16 09:00:00+00:00,LONG,0.082781,0.083628,0.084539,0.081311,1.19,13,0.2357,GUARDIAN_MOMENTUM_FLOOR,0.84
SUIUSDT,2026-06-16 11:00:00+00:00,2026-06-16 14:00:00+00:00,SHORT,0.794503,0.78049,0.77572,0.814696,0.93,3,0.4209,GUARDIAN_MOMENTUM_FLOOR,0.7091
DOGEUSDT,2026-06-16 12:00:00+00:00,2026-06-16 15:00:00+00:00,SHORT,0.088336,0.087174,0.08665,0.089445,1.52,3,0.3089,GUARDIAN_MOMENTUM_FLOOR,0.7548
SOLUSDT,2026-06-16 18:00:00+00:00,2026-06-17 12:00:00+00:00,SHORT,73.94301,72.326145,72.235304,75.936926,0.86,18,0.5267,GUARDIAN_MOMENTUM_FLOOR,0.7617
DOGEUSDT,2026-06-16 18:00:00+00:00,2026-06-17 12:00:00+00:00,SHORT,0.087496,0.086243,0.085752,0.089326,0.95,18,0.3381,GUARDIAN_MOMENTUM_FLOOR,0.7717
LINKUSDT,2026-06-16 18:00:00+00:00,2026-06-17 12:00:00+00:00,SHORT,8.294851,8.175086,8.086,8.524603,0.91,18,0.341,GUARDIAN_MOMENTUM_FLOOR,0.7687
SUIUSDT,2026-06-16 18:00:00+00:00,2026-06-17 01:00:00+00:00,SHORT,0.793803,0.809753,0.7716,0.809348,1.43,7,-0.5223,LOSS,0.7627
ARBUSDT,2026-06-16 19:00:00+00:00,2026-06-17 01:00:00+00:00,SHORT,0.085237,0.088195,0.082955,0.088151,0.78,6,-0.8874,LOSS,0.7169
TONUSDT,2026-06-16 20:00:00+00:00,2026-06-17 20:00:00+00:00,SHORT,1.661469,1.636018,1.612989,1.71092,0.98,24,0.1246,GUARDIAN_MOMENTUM_FLOOR,0.7644
1000SHIBUSDT,2026-06-16 20:00:00+00:00,2026-06-17 20:00:00+00:00,SHORT,0.004993,0.004959,0.004911,0.005061,1.19,24,0.0214,GUARDIAN_MOMENTUM_FLOOR,0.815
ONDOUSDT,2026-06-16 20:00:00+00:00,2026-06-17 00:00:00+00:00,SHORT,0.377211,0.376488,0.361671,0.390985,1.13,4,0.0279,GUARDIAN_EXIT,0.7492
1000PEPEUSDT,2026-06-17 00:00:00+00:00,2026-06-17 12:00:00+00:00,SHORT,0.002961,0.002953,0.0029,0.003013,1.15,12,0.0479,GUARDIAN_EXIT,0.7349
SUIUSDT,2026-06-17 05:00:00+00:00,2026-06-17 12:00:00+00:00,SHORT,0.804598,0.791496,0.785555,0.823761,0.99,7,0.3871,GUARDIAN_MOMENTUM_FLOOR,0.7696
BNBUSDT,2026-06-17 13:00:00+00:00,2026-06-17 18:00:00+00:00,SHORT,608.6955,608.46408,601.088502,614.400748,1.33,5,-0.0105,GUARDIAN_MOMENTUM_FLOOR,0.7461
BTCUSDT,2026-06-17 14:00:00+00:00,2026-06-17 16:00:00+00:00,LONG,65104.9362,65796.78515,65973.959979,64307.744055,1.09,2,0.2457,GUARDIAN_MOMENTUM_FLOOR,0.7748
ONDOUSDT,2026-06-17 16:00:00+00:00,2026-06-17 23:00:00+00:00,SHORT,0.377011,0.364782,0.36277,0.387692,1.33,7,0.7909,GUARDIAN_MOMENTUM_FLOOR,0.7299
BTCUSDT,2026-06-17 18:00:00+00:00,2026-06-17 23:00:00+00:00,SHORT,65448.55935,64505.13645,64204.398027,66381.680342,1.33,5,0.3404,GUARDIAN_MOMENTUM_FLOOR,0.7022
BNBUSDT,2026-06-17 18:00:00+00:00,2026-06-17 22:00:00+00:00,SHORT,607.85592,600.189945,597.158727,615.878815,1.33,4,0.2953,GUARDIAN_MOMENTUM_FLOOR,0.8195
XRPUSDT,2026-06-17 18:00:00+00:00,2026-06-17 20:00:00+00:00,SHORT,1.207496,1.190095,1.179923,1.228175,1.33,2,0.3403,GUARDIAN_MOMENTUM_FLOOR,0.7243
TRXUSDT,2026-06-17 18:00:00+00:00,2026-06-18 15:00:00+00:00,LONG,0.32072,0.319025,0.322542,0.319185,1.19,21,-0.1522,LOSS,0.7916
AVAXUSDT,2026-06-17 18:00:00+00:00,2026-06-17 20:00:00+00:00,SHORT,6.887554,6.789393,6.690157,7.035603,1.33,2,0.3363,GUARDIAN_MOMENTUM_FLOOR,0.7835
LINKUSDT,2026-06-17 18:00:00+00:00,2026-06-17 20:00:00+00:00,SHORT,8.23588,8.102049,8.003945,8.409831,1.33,2,0.3862,GUARDIAN_MOMENTUM_FLOOR,0.7487
1000PEPEUSDT,2026-06-17 18:00:00+00:00,2026-06-17 22:00:00+00:00,SHORT,0.00297,0.002934,0.002878,0.003039,1.33,4,0.2851,GUARDIAN_MOMENTUM_FLOOR,0.8692
ARBUSDT,2026-06-17 18:00:00+00:00,2026-06-17 20:00:00+00:00,SHORT,0.087226,0.085883,0.084151,0.089533,1.33,2,0.365,GUARDIAN_MOMENTUM_FLOOR,0.7278
HBARUSDT,2026-06-17 22:00:00+00:00,2026-06-19 04:00:00+00:00,LONG,0.08088,0.078947,0.083406,0.078986,1.33,30,-0.3668,LOSS,0.7658
POLUSDT,2026-06-17 23:00:00+00:00,2026-06-18 07:00:00+00:00,SHORT,0.076822,0.076648,0.07491,0.079028,0.87,8,0.0364,GUARDIAN_EXIT,0.783
TONUSDT,2026-06-18 00:00:00+00:00,2026-06-18 12:00:00+00:00,SHORT,1.668665,1.66023,1.6023,1.706667,1.75,12,0.1064,GUARDIAN_EXIT,0.7587
DOGEUSDT,2026-06-18 01:00:00+00:00,2026-06-18 06:00:00+00:00,SHORT,0.086157,0.084672,0.084393,0.088301,0.82,5,0.4108,GUARDIAN_MOMENTUM_FLOOR,0.7113
ADAUSDT,2026-06-18 01:00:00+00:00,2026-06-18 07:00:00+00:00,SHORT,0.167716,0.166683,0.163045,0.173968,0.75,6,0.134,GUARDIAN_EXIT,0.7056
ARBUSDT,2026-06-18 01:00:00+00:00,2026-06-18 07:00:00+00:00,SHORT,0.087186,0.085002,0.08385,0.089832,1.26,6,0.6062,GUARDIAN_MOMENTUM_FLOOR,0.707
LINKUSDT,2026-06-18 02:00:00+00:00,2026-06-18 06:00:00+00:00,SHORT,8.102946,7.979988,7.911692,8.414814,0.61,4,0.3594,GUARDIAN_MOMENTUM_FLOOR,0.7554
ONDOUSDT,2026-06-18 02:00:00+00:00,2026-06-18 06:00:00+00:00,SHORT,0.370415,0.36048,0.355645,0.387992,0.84,4,0.6505,GUARDIAN_MOMENTUM_FLOOR,0.8199
ADAUSDT,2026-06-18 07:00:00+00:00,2026-06-18 16:00:00+00:00,SHORT,0.166517,0.162181,0.162388,0.169732,1.28,9,0.6309,GUARDIAN_MOMENTUM_FLOOR,0.7583
SOLUSDT,2026-06-18 08:00:00+00:00,2026-06-18 12:00:00+00:00,SHORT,71.78409,71.545755,70.346573,72.999379,1.18,4,0.063,GUARDIAN_EXIT,0.7758
XRPUSDT,2026-06-18 08:00:00+00:00,2026-06-18 16:00:00+00:00,SHORT,1.177211,1.147373,1.157232,1.196495,1.04,8,0.6137,GUARDIAN_MOMENTUM_FLOOR,0.7123
DOTUSDT,2026-06-18 08:00:00+00:00,2026-06-18 14:00:00+00:00,SHORT,0.982508,0.979489,0.956906,1.016401,0.76,6,0.0568,GUARDIAN_EXIT,0.7193
ONDOUSDT,2026-06-18 08:00:00+00:00,2026-06-18 19:00:00+00:00,SHORT,0.366017,0.356878,0.352446,0.376195,1.33,11,0.0263,GUARDIAN_MOMENTUM_FLOOR,0.7722
ETHUSDT,2026-06-18 09:00:00+00:00,2026-06-18 19:00:00+00:00,SHORT,1744.68722,1705.642395,1715.933582,1769.528409,1.16,10,0.5395,GUARDIAN_MOMENTUM_FLOOR,0.7915
LINKUSDT,2026-06-18 09:00:00+00:00,2026-06-18 16:00:00+00:00,SHORT,8.030982,7.850924,7.872634,8.171587,1.13,7,0.5405,GUARDIAN_MOMENTUM_FLOOR,0.7566
ARBUSDT,2026-06-18 09:00:00+00:00,2026-06-18 12:00:00+00:00,SHORT,0.085467,0.085243,0.083043,0.088376,0.83,3,0.0457,GUARDIAN_EXIT,0.7415
DOGEUSDT,2026-06-18 12:00:00+00:00,2026-06-18 19:00:00+00:00,SHORT,0.084758,0.082891,0.083439,0.085747,1.33,7,0.5304,GUARDIAN_MOMENTUM_FLOOR,0.8295
AVAXUSDT,2026-06-18 12:00:00+00:00,2026-06-18 19:00:00+00:00,SHORT,6.65767,6.353175,6.529486,6.753807,1.33,7,1.1234,GUARDIAN_MOMENTUM_FLOOR,0.8076
SUIUSDT,2026-06-18 12:00:00+00:00,2026-06-18 13:00:00+00:00,SHORT,0.749225,0.737969,0.730683,0.768036,0.99,1,0.3556,GUARDIAN_MOMENTUM_FLOOR,0.8151
NEARUSDT,2026-06-18 13:00:00+00:00,2026-06-18 17:00:00+00:00,SHORT,2.268865,2.172085,2.148,2.336917,1.78,4,1.0464,GUARDIAN_MOMENTUM_FLOOR,0.752
POLUSDT,2026-06-18 18:00:00+00:00,2026-06-19 16:00:00+00:00,LONG,0.076798,0.07919,0.079295,0.074056,0.91,22,0.7587,GUARDIAN_MOMENTUM_FLOOR,0.7638
LINKUSDT,2026-06-18 20:00:00+00:00,2026-06-19 12:00:00+00:00,SHORT,7.979008,7.856926,7.763,8.174076,1.11,16,0.3625,GUARDIAN_MOMENTUM_FLOOR,0.7305
SUIUSDT,2026-06-18 23:00:00+00:00,2026-06-19 05:00:00+00:00,SHORT,0.728735,0.714457,0.7072,0.756001,0.79,6,0.4698,GUARDIAN_MOMENTUM_FLOOR,0.7842
NEARUSDT,2026-06-18 23:00:00+00:00,2026-06-19 06:00:00+00:00,SHORT,2.234882,2.151075,2.126,2.324687,1.21,7,0.9175,GUARDIAN_MOMENTUM_FLOOR,0.7644
1000SHIBUSDT,2026-06-19 00:00:00+00:00,2026-06-19 13:00:00+00:00,SHORT,0.004769,0.004761,0.004621,0.004872,1.42,13,0.0179,GUARDIAN_EXIT,0.7913
ONDOUSDT,2026-06-19 00:00:00+00:00,2026-06-19 12:00:00+00:00,SHORT,0.362619,0.351776,0.348679,0.381985,0.72,12,0.7275,GUARDIAN_MOMENTUM_FLOOR,0.7015
BTCUSDT,2026-06-19 08:00:00+00:00,2026-06-19 16:00:00+00:00,LONG,62606.98785,62912.22815,63344.838299,62052.737388,1.33,8,0.1019,GUARDIAN_MOMENTUM_FLOOR,0.7664
ETHUSDT,2026-06-19 08:00:00+00:00,2026-06-20 08:00:00+00:00,LONG,1698.16866,1721.31891,1723.607195,1673.670366,1.04,24,0.3208,GUARDIAN_MOMENTUM_FLOOR,0.8
1000PEPEUSDT,2026-06-19 18:00:00+00:00,2026-06-21 06:00:00+00:00,SHORT,0.002812,0.002814,0.002751,0.002859,1.33,36,-0.0325,TIMEOUT,0.7867
SOLUSDT,2026-06-19 19:00:00+00:00,2026-06-20 03:00:00+00:00,SHORT,68.88554,69.934128,67.534022,69.899179,1.33,8,-0.4006,LOSS,0.7089
SUIUSDT,2026-06-19 21:00:00+00:00,2026-06-21 09:00:00+00:00,LONG,0.709855,0.7095,0.724343,0.697478,1.17,36,-0.0343,TIMEOUT,0.7624
NEARUSDT,2026-06-19 21:00:00+00:00,2026-06-20 07:00:00+00:00,LONG,2.131065,2.13793,2.201572,2.065373,1.07,10,0.0605,GUARDIAN_EXIT,0.7535
HBARUSDT,2026-06-19 21:00:00+00:00,2026-06-20 23:00:00+00:00,LONG,0.08024,0.08061,0.081674,0.078452,0.8,26,0.0951,GUARDIAN_EXIT,0.8086
AVAXUSDT,2026-06-20 07:00:00+00:00,2026-06-20 13:00:00+00:00,SHORT,6.142927,6.120058,5.796,6.356575,1.62,6,0.0731,GUARDIAN_EXIT,0.7634
XRPUSDT,2026-06-20 08:00:00+00:00,2026-06-21 20:00:00+00:00,SHORT,1.145727,1.1463,1.133083,1.157461,1.08,36,-0.0325,TIMEOUT,0.7001
DOTUSDT,2026-06-20 08:00:00+00:00,2026-06-20 14:00:00+00:00,SHORT,0.964518,0.963481,0.947483,0.978259,1.24,6,0.0069,GUARDIAN_EXIT,0.7938
ADAUSDT,2026-06-20 09:00:00+00:00,2026-06-20 14:00:00+00:00,SHORT,0.163618,0.161881,0.161004,0.165654,1.28,5,0.2454,GUARDIAN_MOMENTUM_FLOOR,0.7582
1000SHIBUSDT,2026-06-20 09:00:00+00:00,2026-06-20 14:00:00+00:00,SHORT,0.004732,0.004702,0.004677,0.004788,0.97,5,0.1347,GUARDIAN_MOMENTUM_FLOOR,0.7897
POLUSDT,2026-06-20 09:00:00+00:00,2026-06-21 09:00:00+00:00,SHORT,0.082469,0.07951,0.0804,0.084435,1.05,24,0.877,GUARDIAN_MOMENTUM_EXIT,0.7434
LINKUSDT,2026-06-20 10:00:00+00:00,2026-06-20 14:00:00+00:00,SHORT,7.949024,7.934966,7.844443,8.037145,1.19,4,0.0242,GUARDIAN_MOMENTUM_FLOOR,0.7406
ETHUSDT,2026-06-20 13:00:00+00:00,2026-06-20 14:00:00+00:00,LONG,1717.41828,1731.89362,1735.125486,1701.163199,1.09,1,0.1907,GUARDIAN_MOMENTUM_FLOOR,0.7723
ARBUSDT,2026-06-20 14:00:00+00:00,2026-06-21 01:00:00+00:00,LONG,0.083412,0.084018,0.085412,0.081911,1.33,11,0.1617,GUARDIAN_EXIT,0.7854
1000SHIBUSDT,2026-06-20 19:00:00+00:00,2026-06-21 20:00:00+00:00,SHORT,0.004704,0.004678,0.004646,0.004747,1.31,25,0.1145,GUARDIAN_EXIT,0.7669
ARBUSDT,2026-06-21 09:00:00+00:00,2026-06-22 00:00:00+00:00,SHORT,0.084338,0.083282,0.08275,0.085529,1.33,15,0.2931,GUARDIAN_MOMENTUM_FLOOR,0.7201
TAOUSDT,2026-06-21 10:00:00+00:00,2026-06-21 21:00:00+00:00,SHORT,234.94247,233.03646,227.838486,243.765996,0.81,11,0.1828,GUARDIAN_EXIT,0.7408
ONDOUSDT,2026-06-21 19:00:00+00:00,2026-06-22 00:00:00+00:00,SHORT,0.34003,0.336568,0.333185,0.345163,1.33,5,0.2345,GUARDIAN_MOMENTUM_FLOOR,0.7139
ETHUSDT,2026-06-22 00:00:00+00:00,2026-06-22 08:00:00+00:00,SHORT,1725.326905,1747.143109,1697.402813,1746.269974,1.33,8,-0.3361,LOSS,0.7687
XRPUSDT,2026-06-22 00:00:00+00:00,2026-06-22 08:00:00+00:00,SHORT,1.138131,1.1387,1.119101,1.153857,1.21,9,-0.0325,TIMEOUT,0.7156
SUIUSDT,2026-06-22 00:00:00+00:00,2026-06-22 08:00:00+00:00,SHORT,0.704648,0.705,0.6878,0.718406,1.22,9,-0.0325,TIMEOUT,0.7096
POLUSDT,2026-06-22 00:00:00+00:00,2026-06-22 08:00:00+00:00,SHORT,0.08001,0.08005,0.078248,0.08232,0.76,9,-0.0325,TIMEOUT,0.8108
ARBUSDT,2026-06-22 00:00:00+00:00,2026-06-22 07:00:00+00:00,SHORT,0.083198,0.084985,0.081269,0.084942,1.11,7,-0.5568,LOSS,0.9156
BTCUSDT,2026-06-22 01:00:00+00:00,2026-06-22 08:00:00+00:00,SHORT,64542.21275,64574.483856,63600.727938,65248.326359,1.33,8,-0.0325,TIMEOUT,0.8101
SOLUSDT,2026-06-22 01:00:00+00:00,2026-06-22 08:00:00+00:00,SHORT,74.28284,74.319981,72.435753,75.668156,1.33,8,-0.0325,TIMEOUT,0.7068
BNBUSDT,2026-06-22 01:00:00+00:00,2026-06-22 08:00:00+00:00,SHORT,594.512595,594.809851,585.58,600.389214,1.52,8,-0.0325,TIMEOUT,0.8532
LINKUSDT,2026-06-22 01:00:00+00:00,2026-06-22 08:00:00+00:00,SHORT,7.954021,7.957998,7.788309,8.078305,1.33,8,-0.0325,TIMEOUT,0.7308
1000PEPEUSDT,2026-06-22 01:00:00+00:00,2026-06-22 08:00:00+00:00,SHORT,0.002856,0.002846,0.00278,0.0029,1.7,7,0.0618,GUARDIAN_EXIT,0.8644
ADAUSDT,2026-06-22 06:00:00+00:00,2026-06-22 08:00:00+00:00,LONG,0.16038,0.1603,0.164102,0.155469,0.76,3,-0.0325,TIMEOUT,0.7639
ONDOUSDT,2026-06-22 06:00:00+00:00,2026-06-22 08:00:00+00:00,LONG,0.336268,0.3361,0.344181,0.327422,0.89,3,-0.0325,TIMEOUT,0.8254
